Car_Image,Name,Model,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,car_perfs 6,car_source_1,car_source_2,Horse_Power,g-force
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_084.jpg?v=1,1969 Chevrolet Camaro Super Sport Coupe,CLASSIC MUSCLE,"110,000",Autoshow,C,585.0,RWD,5.0,4.2,3.8,2.9,3.1,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,375,"3,527"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_085.jpg?v=1,1969 Chevrolet Nova Super Sport 396,CLASSIC MUSCLE,"41,000",Autoshow,C,545.0,RWD,5.4,3.9,3.5,2.9,2.4,5.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,375,"3,470"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_089.jpg?v=1,1970 Chevrolet Camaro Z28,CLASSIC MUSCLE,"53,000",Autoshow,C,539.0,RWD,5.1,3.7,3.4,3.3,2.4,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,360,"3,550"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_086.jpg?v=1,1970 Chevrolet Chevelle Super Sport 454,CLASSIC MUSCLE,"80,000",Autoshow,C,531.0,RWD,4.7,3.6,3.3,3.2,2.4,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,450,"3,799"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_087.jpg?v=1,1970 Chevrolet Corvette ZR-1,CLASSIC MUSCLE,"310,000",Wheelspin,B,610.0,RWD,4.9,4.3,3.9,2.9,3.1,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,370,"3,373"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_088.jpg?v=1,1970 Chevrolet El Camino Super Sport 454,VANS AND UTILITY,"65,000",Autoshow,C,544.0,RWD,5.9,3.6,3.2,3.1,2.4,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,450,"3,820"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_090.jpg?v=1,1979 Chevrolet Camaro Z28,CLASSIC MUSCLE,"35,000",Autoshow,D,466.0,RWD,4.5,4.1,3.5,2.9,2.5,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,175,"3,560"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_091.jpg?v=1,1988 Chevrolet Monte Carlo Super Sport,RETRO MUSCLE,"25,000",Autoshow,D,396.0,RWD,5.0,4.0,3.1,2.3,2.0,5.0,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,180,"3,522"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_092.jpg?v=1,1995 Chevrolet Corvette ZR-1,RETRO MUSCLE,"45,000",Autoshow,B,693.0,RWD,6.5,5.2,4.8,4.0,3.7,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,405,"3,505"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_093.jpg?v=1,1996 Chevrolet Impala Super Sport,RETRO MUSCLE,"20,000",Autoshow,C,509.0,RWD,5.0,4.3,3.6,2.6,2.7,5.2,139.1 Mph,6.5s,17.9s,0.83 g,Wheelspin,info_not_found,260,"4,037"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_094.jpg?v=1,2002 Chevrolet Corvette Z06,RETRO MUSCLE,"35,000",Autoshow,A,722.0,RWD,7.2,5.8,4.6,4.5,3.9,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,405,"3,120"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_095.jpg?v=1,2009 Chevrolet Corvette ZR1,MODERN MUSCLE,"125,000",Autoshow,S1,809.0,RWD,7.8,6.2,5.5,4.6,6.6,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,638,"3,350"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_097.jpg?v=1,2015 Chevrolet Camaro Z/28,TRACK TOYS,"86,000",Autoshow,A,797.0,RWD,6.7,6.8,5.5,5.4,7.2,4.4,182.6 Mph,4.4s,9.5s,1.13 g,Wheelspin,info_not_found,505,"3,837"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_096.jpg?v=1,2015 Chevrolet Corvette Z06,MODERN MUSCLE,"110,000",Autoshow,S1,852.0,RWD,7.8,7.0,6.0,6.5,7.7,4.4,213.9 Mph,3.3s,7.5s,1.16 g,Wheelspin,info_not_found,650,"3,536"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_098.jpg?v=1,2017 Chevrolet Camaro ZL1,MODERN MUSCLE,"60,000",Autoshow,S1,821.0,RWD,7.3,7.2,6.1,4.9,5.6,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,650,"3,883"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_099.jpg?v=1,2017 Chevrolet Colorado ZR2,PICK-UP & 4X4'S,"46,000",Autoshow,C,530.0,AWD,5.4,3.0,3.9,3.4,3.0,8.2,147.6 Mph,6.1s,17.1s,0.83 g,Wheelspin,info_not_found,308,"4,734"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_100.jpg?v=1,2018 Chevrolet Camaro ZL1 1LE,TRACK TOYS,"105,000",Autoshow,S1,824.0,RWD,6.9,7.8,5.8,5.2,6.0,4.3,192.1 Mph,3.6s,8.0s,1.25 g,Wheelspin,info_not_found,650,"3,837"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_101.jpg?v=1,2019 Chevrolet Corvette ZR1,TRACK TOYS,"255,000",Accolade,S1,871.0,RWD,7.8,7.7,6.5,7.0,7.9,4.0,214.2 Mph,3.0s,6.1s,1.25 g,info_not_found,info_not_found,755,"3,560"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_102.jpg?v=1,2020 Chevrolet Corvette Stingray Coupe,MODERN SUPERCARS,"65,000",Autoshow,S1,806.0,RWD,7.2,7.0,6.9,7.6,5.2,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Other,info_not_found,495,"3,577"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_103.jpg?v=1,1970 Datsun 510,CULT CARS,"25,000",This info will be available soon,D,264.0,RWD,3.7,3.7,2.8,2.3,1.9,5.0,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,96,"2,127"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_104.jpg?v=1,2013 Deberti Jeep Wrangler Unlimited,UNLIMITED OFFROAD,"200,000",Mastery Tree,A,749.0,AWD,4.7,4.0,6.3,4.8,4.4,9.3,132.4 Mph,3.6s,8.5s,0.92 g,Season Event,Festival Playlist,707,"4,650"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_105.jpg?v=1,2018 Deberti Chevrolet Silverado 1500 Drift Truck,DRIFT CARS,"300,000",Autoshow,A,798.0,RWD,6.7,4.8,4.9,5.1,5.2,4.0,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,005","3,500"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_106.jpg?v=1,2018 Deberti Ford F-150 Prerunner,UNLIMITED OFFROAD,"250,000",Autoshow,B,691.0,RWD,5.7,3.6,5.4,5.8,4.9,9.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,800,"7,000"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_107.jpg?v=1,"2019 Deberti Toyota Tacoma TRD ""The Performance Truck""",DRIFT CARS,"500,000",Autoshow,S1,836.0,RWD,6.4,5.6,4.9,5.1,6.9,4.7,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,900,"3,215"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_521.jpg?v=1,1982 DeLorean DMC-12,RETRO SPORTS CARS,"15,000",Season Event,D,464.0,RWD,4.3,4.9,2.8,2.3,3.1,6.0,info_not_found,info_not_found,info_not_found,info_not_found,Festival Playlist,Forza Shop,130,"2,844"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_522.jpg?v=1,1968 Dodge Dart Hemi Super Stock,CLASSIC MUSCLE,"300,000",Barn,B,650.0,RWD,4.5,3.6,4.1,4.2,2.9,4.9,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,425,"3,020"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_109.jpg?v=1,1969 Dodge Charger Daytona HEMI,CLASSIC MUSCLE,"900,000",Mastery Tree,C,595.0,RWD,5.0,3.8,3.8,3.7,2.8,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,425,"3,875"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_108.jpg?v=1,1969 Dodge Charger R/T,CLASSIC MUSCLE,"103,000",Autoshow,C,548.0,RWD,5.1,3.8,3.6,3.5,2.4,5.1,140.4 Mph,6.0s,16.0s,0.78 g,Wheelspin,Accolade,425,"3,671"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_512.jpg?v=1,1969 Dodge Charger R/T Forza Edition,TRACK TOYS,"70,000",Other,S1,900.0,RWD,6.6,7.9,7.1,7.3,7.3,3.9,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,725,"3,395"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_110.jpg?v=1,1970 Dodge Challenger R/T,CLASSIC MUSCLE,"210,000",Autoshow,C,551.0,RWD,5.5,3.8,3.4,3.3,2.5,5.0,149.7 Mph,6.3s,12.3s,0.79 g,Wheelspin,info_not_found,425,"3,800"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_525.jpg?v=1,1999 Dodge Viper GTS ACR,RETRO MUSCLE,"75,000",Barn,A,717.0,RWD,6.9,5.5,5.2,4.1,4.0,4.5,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,460,"3,450"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_111.jpg?v=1,2008 Dodge Viper SRT10 ACR,TRACK TOYS,"90,000",Autoshow,S1,844.0,RWD,7.2,7.9,5.6,4.7,7.5,4.8,196.5 Mph,3.4s,8.0s,1.21 g,Wheelspin,info_not_found,600,"3,408"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_112.jpg?v=1,2013 Dodge SRT Viper GTS,MODERN MUSCLE,"95,000",Autoshow,S1,813.0,RWD,7.6,6.1,5.5,4.6,5.8,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,640,"3,296"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_113.jpg?v=1,2015 Dodge Challenger SRT Hellcat,MODERN MUSCLE,"75,000",Autoshow,A,755.0,RWD,7.7,5.4,4.5,4.6,4.9,4.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,707,"4,438"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_114.jpg?v=1,2015 Dodge Charger SRT Hellcat,MODERN MUSCLE,"80,000",Autoshow,A,762.0,RWD,7.8,5.3,4.7,4.9,5.0,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,707,"4,575"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_115.jpg?v=1,2016 Dodge Viper ACR,TRACK TOYS,"150,000",Autoshow,S1,873.0,RWD,6.7,8.6,6.2,5.3,9.4,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,Other,645,"3,368"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_117.jpg?v=1,2018 Dodge Challenger SRT Demon,MODERN MUSCLE,"150,000",Autoshow,A,786.0,RWD,7.8,5.5,4.8,5.0,5.3,4.6,207.6 Mph,2.3s,6.0s,0.99 g,Wheelspin,info_not_found,840,"4,248"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_116.jpg?v=1,2018 Dodge Durango SRT,SPORTS UTILITY HEROES,"70,000",Autoshow,B,666.0,AWD,6.3,3.8,5.8,5.6,3.7,6.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,475,"5,510"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_559.jpg?v=1,2013 Donkervoort D8 GTO,TRACK TOYS,"250,000",Season Event,S1,814.0,RWD,6.2,6.1,5.7,6.1,5.7,3.8,info_not_found,info_not_found,info_not_found,info_not_found,Festival Playlist,Forza Shop,375,"1,532"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_118.jpg?v=1,2018 Exomotive Exocet Off-Road,UNLIMITED BUGGIES,"50,000",Autoshow,B,682.0,RWD,4.5,4.8,5.3,5.7,5.2,8.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,252,"1,571"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_499.jpg?v=1,2018 Exomotive Exocet Off-Road Forza Edition,RALLY MONSTERS,"500,000",Wheelspin,A,800.0,AWD,4.5,5.6,9.4,10.0,7.3,7.6,126.8 Mph,4.0s,9.5s,1.22 g,Season Event,Festival Playlist,300,"1,499"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_120.jpg?v=1,1957 Ferrari 250 California,RARE CLASSICS,"18,500,000",Autoshow,C,564.0,RWD,5.4,4.0,3.4,2.3,2.8,5.7,149.2 Mph,6.5s,14.7s,0.80 g,Wheelspin,info_not_found,262,"2,315"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_119.jpg?v=1,1957 Ferrari 250 Testa Rossa,CLASSIC RACERS,"16,400,000",Autoshow,B,691.0,RWD,6.3,4.4,4.5,4.2,2.9,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Forza Shop,300,"2,028"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_517.jpg?v=1,1962 Ferrari 250 GTO,CLASSIC RACERS,"50,000,000",Barn,B,612.0,RWD,6.4,3.9,3.5,2.5,2.8,5.2,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,300,"2,299"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_121.jpg?v=1,1967 Ferrari #24 Ferrari Spa 330 P4,CLASSIC RACERS,"9,000,000",Wheelspin,A,780.0,RWD,7.2,5.1,6.3,5.9,4.2,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,450,"2,271"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_122.jpg?v=1,1968 Ferrari 365 GTB/4,RARE CLASSICS,"600,000",Autoshow,B,637.0,RWD,7.0,4.4,4.4,3.1,3.0,5.4,189.5 Mph,5.9s,12.0s,0.81 g,Wheelspin,info_not_found,405,"3,600"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_123.jpg?v=1,1969 Ferrari Dino 246 GT,RARE CLASSICS,"425,000",Wheelspin,C,535.0,RWD,5.2,4.9,3.2,2.0,2.8,5.4,144.5 Mph,7.9s,21.5s,0.83 g,Season Event,Festival Playlist,195,"2,380"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_124.jpg?v=1,1984 Ferrari 288 GTO,RETRO SUPERCARS,"3,500,000",Autoshow,A,750.0,RWD,7.4,5.6,5.6,3.1,4.2,4.7,202.9 Mph,5.0s,11.0s,1.08 g,Wheelspin,info_not_found,395,"2,822"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_125.jpg?v=1,1987 Ferrari F40,RETRO SUPERCARS,"1,200,000",Autoshow,A,784.0,RWD,7.3,6.5,6.3,2.6,5.3,5.0,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,478,"2,980"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_523.jpg?v=1,1989 Ferrari F40 Competizionne,EXTREME TRACK TOYS,"2,000,000",Barn,S2,947.0,RWD,8.3,10.0,6.6,1.7,8.5,4.4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,691,"2,315"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_126.jpg?v=1,1994 Ferrari F355 Berlinetta,RETRO SUPERCARS,"190,000",Autoshow,A,717.0,RWD,6.8,6.1,4.5,3.6,4.3,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,375,"3,196"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_127.jpg?v=1,1995 Ferrari F50,RETRO SUPERCARS,"2,000,000",Autoshow,A,789.0,RWD,7.3,6.5,5.7,5.0,5.6,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,513,"2,976"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_128.jpg?v=1,1996 Ferrari F50 GT,EXTREME TRACK TOYS,"2,000,000",Autoshow,S2,976.0,RWD,8.1,10.0,7.0,7.1,10.0,4.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,750,"2,002"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_556.jpg?v=1,2002 Ferrari 575M Maranello,RETRO SUPERCARS,"250,000",Season Event,A,747.0,RWD,7.5,5.6,5.6,5.7,4.4,4.9,205.3 Mph,4.2s,9.6s,1.05 g,Festival Playlist,Forza Shop,508,"3,814"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_129.jpg?v=1,2002 Ferrari Enzo Ferrari,RETRO SUPERCARS,"2,800,000",Autoshow,S1,857.0,RWD,8.1,7.5,6.4,6.9,8.3,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,650,"3,263"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_130.jpg?v=1,2003 Ferrari 360 Challenge Stradale,RETRO SUPERCARS,"200,000",Wheelspin,A,773.0,RWD,7.0,6.8,6.1,5.6,6.6,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,409,"2,844"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_131.jpg?v=1,2005 Ferrari FXX,EXTREME TRACK TOYS,"2,500,000",Autoshow,S2,956.0,RWD,8.4,10.0,8.1,8.9,10.0,4.4,231.4 Mph,2.8s,5.3s,1.71 g,Wheelspin,info_not_found,789,"2,731"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_132.jpg?v=1,2007 Ferrari 430 Scuderia,MODERN SUPERCARS,"300,000",Wheelspin,S1,810.0,RWD,7.6,6.9,6.2,6.4,6.9,4.3,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,503,"3,150"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_133.jpg?v=1,2009 Ferrari 458 Italia,MODERN SUPERCARS,"225,000",Autoshow,S1,823.0,RWD,7.9,7.2,6.3,6.8,6.9,4.1,219.9 Mph,3.0s,6.5s,1.02 g,Wheelspin,info_not_found,562,"3,274"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_551.jpg?v=1,2010 Ferrari 599 GTO,SUPER GT,"350,000",Season Event,S1,828.0,RWD,7.9,7.4,6.0,6.3,7.2,4.5,217.4 Mph,3.4s,7.2s,1.04 g,Festival Playlist,Forza Shop,661,"3,538"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_134.jpg?v=1,2012 Ferrari 599XX Evolution,EXTREME TRACK TOYS,"2,600,000",Autoshow,S2,952.0,RWD,8.0,9.8,7.3,7.9,10.0,3.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,740,"3,038"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_136.jpg?v=1,2013 Ferrari 458 Speciale,TRACK TOYS,"340,000",Wheelspin,S1,865.0,RWD,7.7,8.0,6.9,7.5,7.9,3.7,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,597,"3,075"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_135.jpg?v=1,2013 Ferrari LaFerrari,HYPERCARS,"1,500,000",Car Collection,S2,934.0,RWD,9.4,9.0,7.2,7.9,9.6,4.4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,963,"3,263"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_137.jpg?v=1,2014 Ferrari FXX K,EXTREME TRACK TOYS,"2,700,000",Autoshow,S2,979.0,RWD,8.1,10.0,8.1,9.0,10.0,3.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,036","2,831"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_138.jpg?v=1,2015 Ferrari 488 GTB,MODERN SUPERCARS,"290,000",Autoshow,S1,863.0,RWD,8.2,7.9,6.8,6.5,7.8,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Festival Playlist,660,"3,252"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_139.jpg?v=1,2015 Ferrari F12tdf,SUPER GT,"500,000",Autoshow,S1,884.0,RWD,8.8,7.6,6.5,7.0,8.4,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,769,"3,351"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_140.jpg?v=1,2017 Ferrari 812 Superfast,SUPER GT,"350,000",Autoshow,S1,878.0,RWD,7.9,7.5,6.2,6.6,7.6,4.0,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,788,"3,594"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_141.jpg?v=1,2017 Ferrari GTC4Lusso,SUPER GT,"300,000",Wheelspin,S1,816.0,AWD,7.5,6.8,6.9,6.7,6.6,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,680,"4,233"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_542.jpg?v=1,2017 Ferrari J50,MODERN SUPERCARS,"2,500,000",Autoshow,S1,857.0,RWD,8.4,7.5,6.8,7.4,7.3,4.3,233.3 Mph,2.8s,5.6s,1.13 g,info_not_found,info_not_found,681,"3,362"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_548.jpg?v=1,2018 Ferrari FXX-K Evo,EXTREME TRACK TOYS,0,Autoshow,S2,998.0,RWD,8.1,10.0,8.3,9.1,10.0,4.0,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,"1,036","2,800"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_142.jpg?v=1,2018 Ferrari Portofino,SUPER GT,"215,000",Autoshow,S1,814.0,RWD,7.8,6.5,6.3,6.8,6.8,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,591,"3,669"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_143.jpg?v=1,2019 Ferrari 488 Pista,TRACK TOYS,"320,000",Autoshow,S1,889.0,RWD,7.6,8.2,7.0,7.6,8.4,4.2,210.5 Mph,2.3s,4.9s,1.27 g,Wheelspin,info_not_found,711,"3,053"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_543.jpg?v=1,2019 Ferrari Monza SP2,SUPER GT,"2,000,000",Autoshow,S1,867.0,RWD,8.6,7.3,6.1,6.6,7.1,3.7,237.3 Mph,3.0s,5.5s,1.13 g,info_not_found,info_not_found,799,"3,503"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_144.jpg?v=1,1932 Ford De Luxe Five-Window Coupe,RODS AND CUSTOMS,"35,000",Autoshow,D,126.0,RWD,3.2,3.9,1.9,2.8,1.8,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,65,"2,398"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_514.jpg?v=1,1932 Ford De Luxe Five-Window Coupe Forza Edition,UNLIMITED BUGGIES,0,Other,A,800.0,info_not_found,6.6,2.9,5.8,6.3,5.8,8.8,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,603,"2,094"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_145.jpg?v=1,1940 Ford De Luxe Coupe,RODS AND CUSTOMS,"44,000",Autoshow,D,130.0,RWD,3.2,3.6,2.1,2.2,1.8,6.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,85,"2,970"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_146.jpg?v=1,1956 Ford F-100,RODS AND CUSTOMS,"36,000",Barn,D,302.0,RWD,3.8,2.7,3.1,3.0,2.1,6.9,106.0 Mph,14.9s,40.0s,0.71 g,info_not_found,info_not_found,173,"3,325"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_147.jpg?v=1,1959 Ford Anglia 105E,CULT CARS,"20,000",Autoshow,D,100.0,RWD,2.6,4.1,1.6,2.6,2.0,6.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,39,"1,676"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_148.jpg?v=1,1964 Ford GT40 Mk I,CLASSIC RACERS,"11,000,000",Car Collection,A,754.0,RWD,6.9,5.2,4.6,3.7,4.0,4.8,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,390,"2,222"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_149.jpg?v=1,1965 Ford Mustang GT Coupe,CLASSIC MUSCLE,"46,000",Autoshow,D,499.0,RWD,5.1,3.6,3.3,3.2,2.3,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,271,"2,562"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_150.jpg?v=1,1965 Ford Transit,VANS AND UTILITY,"25,000",Autoshow,D,100.0,RWD,2.5,4.2,1.3,1.8,1.8,6.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,73,"3,527"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_151.jpg?v=1,1966 Ford #2 GT40 Mk II,CLASSIC RACERS,"11,000,000",Autoshow,A,771.0,RWD,7.5,5.0,4.3,3.5,3.8,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,485,"2,682"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_152.jpg?v=1,1966 Ford Lotus Cortina,CLASSIC RACERS,"50,000",Autoshow,D,389.0,RWD,4.0,3.9,3.5,2.6,2.3,5.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,115,"2,060"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_153.jpg?v=1,1967 Ford Racing Escort MK1,CLASSIC RALLY,"500,000",Barn,B,636.0,RWD,4.5,4.8,4.6,3.5,4.1,7.3,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,200,"2,116"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_154.jpg?v=1,1968 Ford Mustang GT 2+2 Fastback,CLASSIC MUSCLE,"50,000",Barn,D,498.0,RWD,5.7,3.9,3.4,3.3,2.3,5.5,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,325,"3,548"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_155.jpg?v=1,1969 Ford Mustang Boss 302,CLASSIC MUSCLE,"230,000",Autoshow,C,581.0,RWD,5.5,4.4,3.2,2.3,3.0,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,290,"3,250"
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_156.jpg?v=1,1970 Ford GT70,CLASSIC RALLY,"150,000",Autoshow,B,671.0,RWD,5.1,5.5,4.2,3.1,3.4,7.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,200,"1,680"
